review_id,product,review,sentiment_label,sentiment_score
17152d1a-8c6d-4eb2-afd7-f22158b21496,boAt Airdopes 161,Exceeded my expectations. Great job boAt!,positive,0.97
8b1ab668-697e-4717-9c70-2987374d2a3b,boAt Airdopes 161,Crystal clear sound and really good mic during calls.,positive,0.85
764b7713-8211-4c0f-9d60-2865ffd54b66,boAt Airdopes 161,Crystal clear sound and really good mic during calls.,positive,0.65
43bc6e51-acca-48f0-a4b0-fae47df89163,boAt Airdopes 161,"Average earbuds, gets the job done.",neutral,0.04
94f2f411-f109-4ab7-89b2-b8e3bd7f26fc,boAt Airdopes 161,"Okay for the price, but not amazing.",neutral,-0.02
70a64601-fdb6-409a-9e0e-6543a0b000f1,boAt Airdopes 161,Amazing quality at this price point!,positive,0.66
789e4558-4efe-4176-a0c2-f65020e6d71b,boAt Airdopes 161,"Decent product. Works as expected, nothing special.",neutral,-0.04
2121ff4e-3fe3-44df-b9e8-5b32b53ec40d,boAt Airdopes 161,"Sound is okay. Fit is average, battery is decent.",neutral,-0.03
29d98d89-0f72-46db-bfb8-87f69b5b73da,boAt Airdopes 161,Mic doesn’t work properly. Bad for calls.,negative,-0.56
1c4f32ee-cef1-4630-a4a5-d60741d5917e,boAt Airdopes 161,Exceeded my expectations. Great job boAt!,positive,0.65
632dfd9d-ae4d-4da3-b9c8-f209d6fdaefa,boAt Airdopes 161,Excellent fit and sound. The charging case is sleek too.,positive,0.83
75dbf832-a9f7-4461-ae37-6a40e93f229a,boAt Airdopes 161,"Decent product. Works as expected, nothing special.",neutral,0.01
65011f25-9108-4bac-8f62-86a46dd70045,boAt Airdopes 161,Satisfactory performance overall.,neutral,-0.03
143a8f90-20ee-4d92-8659-3af75e631fd9,boAt Airdopes 161,Exceeded my expectations. Great job boAt!,positive,0.69
4e007a3e-ff94-428a-bba4-3b6ff16fd320,boAt Airdopes 161,Great for workouts. Stays in ear and sounds fantastic.,positive,0.6
6217688e-ebe0-42ea-b871-070ae664cdeb,boAt Airdopes 161,Exceeded my expectations. Great job boAt!,positive,0.98
a2fc944b-8da5-4a6d-b878-0db1f1ee4fcb,boAt Airdopes 161,Excellent fit and sound. The charging case is sleek too.,positive,0.94
579b2660-81b0-427e-aeaa-d059533e4877,boAt Airdopes 161,Exceeded my expectations. Great job boAt!,positive,0.68
c6d25894-045e-4da1-8ee0-92f91170d246,boAt Airdopes 161,Only one earbud works. Waste of money.,negative,-0.64
2335f2c7-4b3a-49d4-96c9-ce6ebd5ac460,boAt Airdopes 161,"Okay for the price, but not amazing.",neutral,0.02
7c7703ca-6664-4b2b-91e6-62524bad60a5,boAt Airdopes 161,Neither good nor bad. It's just fine for casual use.,neutral,0
7574fb84-98e6-42d0-a2a0-a3e611f3f92e,boAt Airdopes 161,Absolutely love these! Great sound quality and battery life.,positive,0.74
9d70e06e-5de5-4d50-8b9d-ae0ef9cd2f59,boAt Airdopes 161,Bass is too heavy and distorts the music.,negative,-0.48
bc371443-93d9-4b5d-8769-37eed8f6439e,boAt Airdopes 161,"Superb earbuds. Easy to connect and use, no issues at all.",positive,0.66
10b5a541-c02a-4cca-a279-669c115c69f5,boAt Airdopes 161,Excellent fit and sound. The charging case is sleek too.,positive,1
6d1534c5-b9b5-4bdd-bf60-cf02b4772386,boAt Airdopes 161,"Decent product. Works as expected, nothing special.",neutral,0
fdb80e29-f4c1-4c3d-aee9-4201728e6b03,boAt Airdopes 161,Excellent fit and sound. The charging case is sleek too.,positive,0.62
e3b8d5e5-7c83-4d6a-92fd-91f6e93d71e6,boAt Airdopes 161,Disappointed with the product. Stopped working in a month.,negative,-0.97
846d7c00-7514-499a-833c-ca34abfccba8,boAt Airdopes 161,"Mediocre product, but affordable.",neutral,0
70235d1d-80fb-4e18-9d93-3a009cb13d63,boAt Airdopes 161,Good design but the performance is average.,neutral,-0.03
ce0989ad-6d91-4239-9586-21adfeb041a5,boAt Airdopes 161,Mic doesn’t work properly. Bad for calls.,negative,-0.89
e0dbe1a3-0a36-47c3-81e4-61cf40aca675,boAt Airdopes 161,"Superb earbuds. Easy to connect and use, no issues at all.",positive,0.82
e892531f-e114-4e95-abf3-6d1c390a0c27,boAt Airdopes 161,Excellent fit and sound. The charging case is sleek too.,positive,0.72
aef1df5a-02fa-4bbe-86d9-2298b8bd1cd8,boAt Airdopes 161,Amazing quality at this price point!,positive,0.91
871ff01b-b39e-4447-838d-1d5132f2f54d,boAt Airdopes 161,Excellent fit and sound. The charging case is sleek too.,positive,0.67
3030252f-a376-460c-8a20-308efeddec25,boAt Airdopes 161,"Superb earbuds. Easy to connect and use, no issues at all.",positive,0.65
5ee8a649-cd0d-46bb-9e8a-a26473d9b6f0,boAt Airdopes 161,"Mediocre product, but affordable.",neutral,0.01
4e385d58-e554-4d1b-b6f9-238b57787b42,boAt Airdopes 161,Bass is too heavy and distorts the music.,negative,-1
a7a56502-4d85-4658-8f3d-f6d4fb77e93f,boAt Airdopes 161,Absolutely love these! Great sound quality and battery life.,positive,0.72
7a9fab01-bd61-4ec7-83e4-18ad0652bba5,boAt Airdopes 161,Worth every rupee. Great value for money.,positive,0.71
ebda23a0-45a2-4d1f-a1e5-eecc66d53f23,boAt Airdopes 161,Very comfortable and the bass is amazing. Highly recommend!,positive,0.98
6bf21a1e-0639-41f2-98b7-c4de1fceb295,boAt Airdopes 161,Absolutely love these! Great sound quality and battery life.,positive,0.82
4bcdb6d2-095c-47ad-9231-d59f6f87e8ef,boAt Airdopes 161,Exceeded my expectations. Great job boAt!,positive,0.82
9cc131e4-dfb2-4efb-931a-7c7914499b3e,boAt Airdopes 161,Excellent fit and sound. The charging case is sleek too.,positive,0.9
e892fc58-6107-40a0-9893-8e89587f106b,boAt Airdopes 161,Good design but the performance is average.,neutral,0.01
3248c211-287f-4898-8333-3f95a210174f,boAt Airdopes 161,"Superb earbuds. Easy to connect and use, no issues at all.",positive,0.84
2112419c-869f-4194-8ac5-911e34fd19bb,boAt Airdopes 161,Absolutely love these! Great sound quality and battery life.,positive,0.66
5f850c74-76f7-417d-b17c-fe83291ddd55,boAt Airdopes 161,Absolutely love these! Great sound quality and battery life.,positive,0.72
d6da5da9-70c1-48f3-ae06-d950fa5eaea3,boAt Airdopes 161,"Expected better, but still usable.",neutral,-0.03
5fd4fe73-6dd5-4824-97c0-d167b49abea6,boAt Airdopes 161,Only one earbud works. Waste of money.,negative,-0.7
517f8e57-cb2f-4086-b8aa-128497f52e30,boAt Airdopes 161,Bass is too heavy and distorts the music.,negative,-0.5
ea7021d5-223a-48ad-a12e-e49a6d7ea3e1,boAt Airdopes 161,"Decent product. Works as expected, nothing special.",neutral,0.01
36a82d75-5e41-4758-bf1b-ddfcc3f211e1,boAt Airdopes 161,Absolutely love these! Great sound quality and battery life.,positive,0.74
69eabc23-e94d-46bf-a42e-8e898224a8b2,boAt Airdopes 161,Disappointed with the product. Stopped working in a month.,negative,-0.67
87e618af-8b21-4139-a066-8d7443a120b8,boAt Airdopes 161,No complaints. I’m impressed with the performance.,positive,0.68
012ee104-007c-48c6-b8b3-f625c46a3263,boAt Airdopes 161,Disappointed with the product. Stopped working in a month.,negative,-0.49
1d39cf32-df66-4e0d-b5b0-1f541419d6a9,boAt Airdopes 161,Amazing quality at this price point!,positive,0.69
d7ddb082-4e51-41b4-88f3-570d35f7f98c,boAt Airdopes 161,"Okay for the price, but not amazing.",neutral,0.03
4f5917b0-9000-4c25-ac00-893cdcac9fb0,boAt Airdopes 161,Poor build quality and bad customer service.,negative,-0.99
160dde25-5e91-4174-95d1-be81cf5d6990,boAt Airdopes 161,Great for workouts. Stays in ear and sounds fantastic.,positive,0.66
6ec92160-86d5-46a7-b366-bed368789fa1,boAt Airdopes 161,Amazing quality at this price point!,positive,0.64
d2ac7aa1-3317-410b-b1f7-48908dbe8883,boAt Airdopes 161,Excellent fit and sound. The charging case is sleek too.,positive,0.71
5fa70da9-4adf-4291-a654-fa0b4b76846a,boAt Airdopes 161,Connection keeps dropping. Very frustrating.,negative,-0.7
50f3d457-b648-4470-9db2-05ae6c6175a6,boAt Airdopes 161,Doesn’t fit well and hurts the ear after some time.,negative,-0.55
4041ea2b-9afe-4596-b265-e3bb41b55b1d,boAt Airdopes 161,Absolutely love these! Great sound quality and battery life.,positive,0.77
0ba3e98a-82aa-46c6-bef3-a6edc7d96959,boAt Airdopes 161,Worth every rupee. Great value for money.,positive,0.74
9dda99cd-4525-40ee-9aec-28cb1fac4c6d,boAt Airdopes 161,"Superb earbuds. Easy to connect and use, no issues at all.",positive,0.77
63dbf59a-4ef2-43e5-98c2-48dd7d31d33f,boAt Airdopes 161,Not bad. Could use improvement in mic quality.,neutral,0.02
69356d9f-3a03-43c6-8516-661ba5d54bfd,boAt Airdopes 161,Very comfortable and the bass is amazing. Highly recommend!,positive,0.64
6728ef3c-7cb7-4d7f-a1c9-3d083958d523,boAt Airdopes 161,Amazing quality at this price point!,positive,0.62
3216b7ca-a61a-412e-9a50-f7193448f728,boAt Airdopes 161,Exceeded my expectations. Great job boAt!,positive,0.82
9f3f1564-da6e-4138-88ca-fda1157ff3bd,boAt Airdopes 161,Excellent fit and sound. The charging case is sleek too.,positive,1
6ba60987-f06f-4927-9c2d-927e1b6d39a3,boAt Airdopes 161,Amazing quality at this price point!,positive,0.98
31595195-0254-4cd0-8716-1726ee60e2df,boAt Airdopes 161,Doesn’t fit well and hurts the ear after some time.,negative,-0.77
f924be27-d1cc-4ef8-aa2c-f3f71c564da9,boAt Airdopes 161,Exceeded my expectations. Great job boAt!,positive,0.64
83a6f429-bd78-4c58-b9dd-38ecb99fc4f1,boAt Airdopes 161,Absolutely love these! Great sound quality and battery life.,positive,0.93
f240d4bc-7a48-4465-b667-b751601157c5,boAt Airdopes 161,Worth every rupee. Great value for money.,positive,0.72
159b75bc-10da-4eb9-891b-330306ee4bc3,boAt Airdopes 161,Worth every rupee. Great value for money.,positive,0.7
4d60e68f-25aa-4577-8e45-b908d687a234,boAt Airdopes 161,"Mediocre product, but affordable.",neutral,-0.04
10213e02-3e98-43f6-b6d8-b98f03d35cfa,boAt Airdopes 161,Only one earbud works. Waste of money.,negative,-0.52
23e8430d-9e1f-4ef5-baeb-9837aaebc3b9,boAt Airdopes 161,Crystal clear sound and really good mic during calls.,positive,0.98
e710f78c-1cd9-414f-9390-1675287dbd16,boAt Airdopes 161,Great for workouts. Stays in ear and sounds fantastic.,positive,0.82
af521a77-90cf-45a3-bf33-35ebf4aef195,boAt Airdopes 161,"Decent product. Works as expected, nothing special.",neutral,-0.01
555a69e2-928c-49ae-9e65-9f6733bb3fc8,boAt Airdopes 161,Satisfactory performance overall.,neutral,0.03
c721f6d5-38ae-4a6b-bffc-358c6d9e5a8e,boAt Airdopes 161,No complaints. I’m impressed with the performance.,positive,0.76
25d6a1a5-2863-4adf-bc31-0d22b5bea046,boAt Airdopes 161,"Expected better, but still usable.",neutral,-0.02
f0e26c3b-887e-4777-afcf-3f8e5de8b6aa,boAt Airdopes 161,Good design but the performance is average.,neutral,0.03
a2c51f64-62c1-4512-bb1c-ee8256c7a7a5,boAt Airdopes 161,Connection keeps dropping. Very frustrating.,negative,-0.72
17a41ab7-2775-4d23-9ede-eba631ddd137,boAt Airdopes 161,Absolutely love these! Great sound quality and battery life.,positive,0.67
4ffa9b35-4e32-4151-a41c-88d40023d1e2,boAt Airdopes 161,"Sound is okay. Fit is average, battery is decent.",neutral,0.05
5d2c78fa-72bb-46de-8305-0c138713ba27,boAt Airdopes 161,No complaints. I’m impressed with the performance.,positive,0.79
5d956d4f-4885-4cc1-bb67-7015a5c6a222,boAt Airdopes 161,Poor build quality and bad customer service.,negative,-0.58
2f1ea6f2-433b-4bf9-b55d-fc024a04ca41,boAt Airdopes 161,Crystal clear sound and really good mic during calls.,positive,0.95
d0c024c0-f63b-4eac-a9e6-0a0f9faf9b28,boAt Airdopes 161,Crystal clear sound and really good mic during calls.,positive,0.68
64ce0adb-ad2a-4a11-9962-205315b32e4c,boAt Airdopes 161,Connection keeps dropping. Very frustrating.,negative,-0.62
63b7ae97-e67f-47cc-98ce-487fccedf272,boAt Airdopes 161,Doesn’t fit well and hurts the ear after some time.,negative,-0.78
d4f7eb27-4bd3-4e8d-84b7-d2c1d42de83c,boAt Airdopes 161,"Average earbuds, gets the job done.",neutral,-0.01
f00c2d14-636b-44e2-8156-d02b8094266e,boAt Airdopes 161,Excellent fit and sound. The charging case is sleek too.,positive,0.94
00a701dd-4c1c-414f-b61d-aa6763bc154d,boAt Airdopes 161,Terrible sound quality. I regret buying this.,negative,-0.79
3e1ba1bc-6e2b-4105-b3dc-b7f2ddee32ed,boAt Airdopes 161,"Superb earbuds. Easy to connect and use, no issues at all.",positive,0.62
8a53d365-63bb-44f2-ac67-3abebd87e80c,boAt Airdopes 161,Amazing quality at this price point!,positive,0.77
40035003-3047-4a10-92e7-b0ebded13db2,boAt Airdopes 161,Amazing quality at this price point!,positive,0.63
422e04c2-37f0-40e6-9a0a-a2f0cb1cd4f7,boAt Airdopes 161,"Superb earbuds. Easy to connect and use, no issues at all.",positive,0.68
6172dfc8-f03f-475b-8364-914763d948a1,boAt Airdopes 161,Amazing quality at this price point!,positive,0.68
f5c90199-99b4-4e10-8355-8aebf100fe0b,boAt Airdopes 161,Amazing quality at this price point!,positive,0.65
2a9d2d19-696b-4f17-9c9e-d4f0e26b107e,boAt Airdopes 161,Worth every rupee. Great value for money.,positive,0.87
1eb3b4e5-68c7-41f2-898d-23b5db9b1d62,boAt Airdopes 161,Absolutely love these! Great sound quality and battery life.,positive,0.67
bb6fb3ae-c5b6-48c6-a744-57cdd70d3324,boAt Airdopes 161,No complaints. I’m impressed with the performance.,positive,0.86
74eaf969-8f3b-415b-9fbd-ae595c2f47e2,boAt Airdopes 161,Worth every rupee. Great value for money.,positive,1
d78121ab-cd04-4553-99f1-beb1737808ee,boAt Airdopes 161,Satisfactory performance overall.,neutral,-0.04
578342ec-dcec-4280-9b97-9ca3da633166,boAt Airdopes 161,Only one earbud works. Waste of money.,negative,-0.57
9a90a370-6de9-4158-8de9-c4f07b2505e4,boAt Airdopes 161,Excellent fit and sound. The charging case is sleek too.,positive,0.91
94bda773-c609-4236-b1b2-2b4b8194d319,boAt Airdopes 161,Absolutely love these! Great sound quality and battery life.,positive,0.75
750a67b1-891d-4783-a3ba-093ec53cfc6e,boAt Airdopes 161,Crystal clear sound and really good mic during calls.,positive,0.74
969447a0-9448-446d-b660-190c25550254,boAt Airdopes 161,No complaints. I’m impressed with the performance.,positive,0.9
e88eee60-c02d-40af-a387-29e21a234a4f,boAt Airdopes 161,Great for workouts. Stays in ear and sounds fantastic.,positive,0.8
ec69d677-d35f-4bf4-9576-b581409eeb2a,boAt Airdopes 161,Great for workouts. Stays in ear and sounds fantastic.,positive,0.68
c15493b7-e640-4285-a223-42008686c717,boAt Airdopes 161,Crystal clear sound and really good mic during calls.,positive,0.9
c454e36b-f60e-4c69-b59c-e9380d3610da,boAt Airdopes 161,Poor build quality and bad customer service.,negative,-0.53
fdeed3fb-8ba3-431d-bdd5-f5dcc05ccc2c,boAt Airdopes 161,No complaints. I’m impressed with the performance.,positive,0.88
a10e1ce9-edb1-4d2f-bd38-3d47faec3ae9,boAt Airdopes 161,Amazing quality at this price point!,positive,0.83
b4d76589-100d-444c-a02a-8eddb9b4fc12,boAt Airdopes 161,Only one earbud works. Waste of money.,negative,-0.8
14c21ab6-af7b-40d0-a3c0-ce10c0ea4293,boAt Airdopes 161,Amazing quality at this price point!,positive,0.67
1e89a509-2154-4baf-a9ff-fd45e8219fe8,boAt Airdopes 161,"Mediocre product, but affordable.",neutral,0
564b7716-448c-40f5-bc52-d9dccba21934,boAt Airdopes 161,Worth every rupee. Great value for money.,positive,0.87
4d92277f-a837-4e5b-99cf-bc34eb2f85c3,boAt Airdopes 161,"Superb earbuds. Easy to connect and use, no issues at all.",positive,0.98
0d675c8e-4f2b-40bc-bb31-9f6903e2d61e,boAt Airdopes 161,"Sound is okay. Fit is average, battery is decent.",neutral,0.01
791e4ba8-44e5-4caa-9705-0b3ec5e2bfe0,boAt Airdopes 161,"Superb earbuds. Easy to connect and use, no issues at all.",positive,0.68
4715b6d8-5ad4-4b49-ab9a-625f20a9265c,boAt Airdopes 161,Exceeded my expectations. Great job boAt!,positive,0.65
47500b5f-b37d-4b59-b554-fbf974fbf819,boAt Airdopes 161,"Expected better, but still usable.",neutral,0
8a424598-ac69-4c2e-a15d-34ca03a5042d,boAt Airdopes 161,Excellent fit and sound. The charging case is sleek too.,positive,0.75
b0976ffb-720f-4435-819b-b3f4cde18590,boAt Airdopes 161,Mic doesn’t work properly. Bad for calls.,negative,-0.81
91cf9ed8-9616-48ae-aa7e-73a031f0b57d,boAt Airdopes 161,Crystal clear sound and really good mic during calls.,positive,0.68
f4ba32a6-d262-4126-ae55-05382e2b89b9,boAt Airdopes 161,Excellent fit and sound. The charging case is sleek too.,positive,0.79
5e035017-0f3d-49d8-97a6-2da025f54a63,boAt Airdopes 161,Only one earbud works. Waste of money.,negative,-0.45
9f241a17-a753-467f-a718-4005a730eef2,boAt Airdopes 161,Satisfactory performance overall.,neutral,-0.01
f54e8d84-58b5-4f9b-899b-d589ec52035b,boAt Airdopes 161,"Superb earbuds. Easy to connect and use, no issues at all.",positive,0.79
5f56afff-73e1-4621-bcc0-6d6588260a03,boAt Airdopes 161,"Okay for the price, but not amazing.",neutral,-0.02
13ac9cfb-7d68-4bc8-82c8-ced50cd93b1f,boAt Airdopes 161,Sound cuts in and out frequently. Not reliable.,negative,-0.75
b587d837-9aac-426c-bdc6-e7af577d85a5,boAt Airdopes 161,"Sound is okay. Fit is average, battery is decent.",neutral,0.05
c20009f8-f9ba-4ae8-a6f4-17d27828c365,boAt Airdopes 161,"Okay for the price, but not amazing.",neutral,-0.04
124f87ff-d08d-4823-80aa-40028140f75c,boAt Airdopes 161,Exceeded my expectations. Great job boAt!,positive,0.92
fa11524c-a431-426d-8910-201cef565370,boAt Airdopes 161,Bass is too heavy and distorts the music.,negative,-0.75
7517a0f2-5711-42e2-8683-5e3f111d0cbc,boAt Airdopes 161,Poor build quality and bad customer service.,negative,-0.79
50777db7-87d4-423b-825f-177c26085c6e,boAt Airdopes 161,Terrible sound quality. I regret buying this.,negative,-0.75
